house_type,area_sqft,num_bedrooms,age_years,distance_to_city_km,crime_rate_index,price_usd
Townhouse,1843.2,3.0,39.0,11.48,4.65,194300.0
Bungalow,1721.4,1.0,38.5,4.99,3.04,202800.0
Townhouse,1397.1,5.0,9.4,5.02,3.2,195700.0
Apartment,1932.8,2.0,4.0,2.94,9.03,193000.0
Townhouse,1448.4,,5.9,1.71,5.78,169600.0
Apartment,,3.0,,11.8,5.35,80700.0
Townhouse,1196.4,4.0,29.0,0.98,,156400.0
Townhouse,,3.0,,27.77,9.56,50000.0
Bungalow,1391.0,2.0,13.4,17.53,2.01,140200.0
Townhouse,1993.5,1.0,6.8,19.48,8.5,164800.0
Villa,1178.0,4.0,23.2,23.72,6.26,137100.0
Apartment,1575.4,5.0,,5.25,,214800.0
Villa,1237.3,4.0,29.2,18.75,3.67,249300.0
Villa,1395.9,3.0,17.7,1.72,5.34,235400.0
Apartment,896.0,5.0,13.5,0.5,7.22,161100.0
Bungalow,1411.8,3.0,11.7,,,170800.0
Townhouse,1422.5,3.0,8.5,0.78,5.81,173800.0
Apartment,1716.1,3.0,10.6,44.68,7.16,50000.0
Bungalow,1589.3,3.0,3.8,11.23,5.04,202800.0
Townhouse,1020.6,4.0,13.9,14.0,8.77,127500.0
Townhouse,1933.7,3.0,1.5,2.82,8.83,224700.0
Townhouse,1584.1,2.0,7.5,11.2,5.24,160200.0
Villa,,2.0,29.9,0.5,9.76,264200.0
Townhouse,1496.3,1.0,13.0,18.19,1.68,133600.0
Bungalow,,3.0,26.7,1.86,1.03,165700.0
Apartment,1587.1,2.0,,11.95,4.43,144500.0
Villa,1690.2,2.0,23.2,2.54,6.41,298200.0
Bungalow,801.2,3.0,38.3,0.71,6.66,112500.0
Apartment,1284.5,3.0,,6.57,5.29,93000.0
Bungalow,1398.0,4.0,29.5,1.85,2.12,226700.0
Bungalow,1602.5,3.0,38.4,13.07,,184800.0
Apartment,1977.3,4.0,,2.71,8.67,190600.0
Villa,1191.3,5.0,6.7,4.19,,213200.0
Bungalow,1300.8,,13.1,8.38,7.07,195600.0
Villa,1295.0,3.0,6.9,3.35,6.98,224300.0
Apartment,1179.4,2.0,24.1,4.75,6.38,91600.0
Apartment,1361.1,5.0,28.5,16.91,2.83,151300.0
Apartment,1808.3,2.0,,,4.85,192500.0
Townhouse,1078.5,2.0,21.6,0.86,7.26,119000.0
Apartment,1671.1,3.0,27.6,3.98,5.84,182400.0
Bungalow,819.2,1.0,16.9,5.52,1.17,79600.0
Apartment,1275.5,5.0,34.2,7.82,9.58,129000.0
Apartment,1368.2,3.0,30.9,4.66,8.6,144200.0
Bungalow,2169.9,3.0,2.6,15.6,3.34,264800.0
Bungalow,1390.1,3.0,24.8,0.5,6.55,190100.0
Apartment,619.5,3.0,9.4,5.65,,89200.0
Villa,700.4,1.0,22.3,4.82,1.86,160600.0
Apartment,1513.6,3.0,38.3,10.43,5.53,161100.0
Villa,1745.5,4.0,35.2,33.9,5.11,206400.0
Bungalow,1650.2,3.0,16.2,7.14,4.69,219100.0
Apartment,1567.0,4.0,11.7,43.33,8.52,59500.0
Apartment,1964.9,2.0,9.4,3.6,4.43,238100.0
Apartment,1284.2,2.0,21.3,0.5,1.57,153500.0
Townhouse,1858.0,2.0,4.6,1.81,1.59,243300.0
Townhouse,,3.0,22.0,5.03,1.38,118300.0
Apartment,1138.0,4.0,0.1,3.8,4.68,156000.0
Bungalow,,4.0,13.0,1.02,7.47,192600.0
Apartment,1390.1,3.0,8.8,5.67,2.83,155700.0
Apartment,1481.5,3.0,38.8,4.13,6.82,140200.0
Bungalow,1545.6,,29.1,1.31,7.18,232200.0
Townhouse,1524.8,2.0,14.0,3.51,3.3,170300.0
Townhouse,,2.0,3.7,21.75,6.41,66900.0
Villa,1423.9,5.0,20.7,3.6,,254300.0
Apartment,901.0,3.0,8.5,12.52,5.2,90300.0
Bungalow,2045.3,5.0,21.5,9.47,4.03,295200.0
Apartment,,2.0,33.4,5.57,6.57,119400.0
Villa,1304.4,4.0,24.6,2.73,9.8,251100.0
Apartment,2135.6,2.0,25.4,4.6,4.84,193200.0
Bungalow,1003.1,2.0,21.6,8.97,4.53,100400.0
Apartment,1049.8,3.0,37.1,4.32,5.18,105300.0
Apartment,1061.5,2.0,,2.42,1.69,91300.0
Townhouse,1472.9,2.0,20.5,1.24,5.98,133900.0
Apartment,1672.7,2.0,12.2,21.18,3.96,129100.0
Villa,1795.9,1.0,18.4,5.8,2.09,289400.0
Apartment,2528.8,4.0,7.5,9.81,5.2,325100.0
Apartment,,3.0,25.5,6.74,1.03,59000.0
Apartment,1743.5,1.0,20.0,20.6,4.62,138600.0
Apartment,1277.1,2.0,4.1,7.92,1.95,152400.0
Townhouse,1265.4,,7.9,6.55,1.22,177700.0
Apartment,1252.1,3.0,19.2,25.85,8.42,57400.0
Townhouse,1136.5,1.0,35.5,12.72,9.25,50000.0
Villa,2173.8,4.0,22.7,1.18,2.87,375900.0
Villa,1836.9,1.0,27.3,1.96,5.85,252200.0
Villa,1509.3,2.0,13.6,15.47,3.5,209400.0
Villa,2040.4,4.0,22.9,18.07,5.44,291400.0
Bungalow,895.0,4.0,,7.88,4.93,128300.0
Apartment,967.7,1.0,26.4,8.08,3.42,72800.0
Apartment,628.8,4.0,2.0,9.99,7.3,79300.0
Townhouse,1220.2,,19.7,5.78,2.14,148300.0
Townhouse,1564.7,4.0,11.8,11.4,1.48,209700.0
Townhouse,1541.1,3.0,13.0,1.15,7.91,188600.0
Villa,1559.7,3.0,38.4,32.51,,186200.0
Bungalow,935.6,5.0,7.3,13.87,5.49,136300.0
Villa,1821.3,2.0,12.4,9.97,5.21,270000.0
Villa,1595.9,3.0,20.4,3.8,,265500.0
Apartment,1793.2,3.0,34.5,1.75,4.93,204700.0
Villa,742.9,1.0,16.7,5.27,4.54,126200.0
Apartment,1624.6,1.0,29.8,10.83,,112900.0
Apartment,,2.0,34.3,10.04,5.76,88200.0
Townhouse,1341.1,3.0,12.4,4.82,7.23,134700.0
Apartment,1713.7,3.0,15.7,9.5,7.4,168300.0
Apartment,1536.4,3.0,14.3,16.81,4.4,164500.0
Apartment,1159.4,,33.3,0.5,4.72,100000.0
Townhouse,1502.5,3.0,1.8,5.99,4.36,205600.0
Villa,887.4,5.0,12.3,14.21,5.83,177600.0
Villa,,3.0,27.2,7.9,5.08,281600.0
Bungalow,1417.9,3.0,22.6,10.54,9.01,124300.0
Bungalow,1947.4,4.0,17.5,7.27,,280300.0
Apartment,1289.4,,21.6,48.13,9.09,50000.0
Bungalow,1290.6,3.0,7.9,0.56,7.38,199700.0
Bungalow,1194.3,4.0,17.2,6.75,9.74,135500.0
Bungalow,1850.5,,20.1,0.96,6.72,273600.0
Apartment,1216.2,4.0,36.0,1.74,9.67,178200.0
Townhouse,1757.8,2.0,10.4,4.83,,177800.0
Villa,1347.0,2.0,34.7,,,221600.0
Apartment,709.6,1.0,25.8,33.16,6.21,50000.0
Villa,1271.9,4.0,0.8,,9.85,175100.0
Apartment,1028.4,3.0,29.0,4.1,4.76,128100.0
Apartment,1513.6,2.0,1.4,10.21,2.91,147200.0
Bungalow,1023.8,2.0,39.9,7.63,5.69,147000.0
Apartment,,5.0,34.9,,6.84,196300.0
Villa,1463.6,4.0,11.9,9.87,3.84,240400.0
Villa,1429.0,3.0,10.3,0.5,7.43,255000.0
Apartment,1762.4,3.0,15.3,14.4,9.78,132400.0
Townhouse,1885.6,3.0,14.2,13.74,9.07,218500.0
Apartment,,3.0,14.9,7.13,3.62,157500.0
Apartment,1191.5,5.0,12.7,23.32,3.94,125800.0
Apartment,790.4,2.0,24.8,23.91,4.34,50000.0
Apartment,1225.6,3.0,6.6,7.42,4.55,126000.0
Apartment,,2.0,33.8,9.36,1.9,79600.0
Bungalow,1542.8,3.0,32.5,,7.86,64400.0
Townhouse,1361.9,3.0,19.1,3.55,4.29,197100.0
Apartment,1775.2,3.0,34.1,3.92,8.92,165200.0
Bungalow,1254.8,2.0,9.9,2.02,9.34,121300.0
Bungalow,1477.2,3.0,0.7,22.62,1.22,185200.0
Bungalow,1973.6,2.0,24.8,13.64,9.9,161000.0
Villa,1636.7,2.0,18.3,1.12,7.39,288700.0
Apartment,1476.0,1.0,22.7,40.05,5.68,50000.0
Apartment,1259.2,4.0,36.0,13.13,4.51,103600.0
Bungalow,1246.7,3.0,38.8,19.01,5.67,120500.0
Bungalow,1159.8,3.0,25.4,0.5,3.92,153500.0
Apartment,1283.6,4.0,30.6,7.03,6.6,127100.0
Apartment,1802.3,3.0,3.4,11.99,1.84,213300.0
Townhouse,1411.2,3.0,6.4,7.83,6.59,112700.0
Bungalow,960.1,3.0,29.3,10.99,3.48,151500.0
Townhouse,2207.3,3.0,17.3,17.03,1.16,246400.0
Bungalow,1628.0,3.0,,4.69,,187700.0
Apartment,937.2,3.0,12.3,,6.21,50000.0
Villa,1323.3,4.0,24.3,1.78,4.84,281800.0
Bungalow,1544.4,4.0,7.4,3.16,1.65,257600.0
Apartment,2181.8,2.0,25.1,0.5,9.04,259300.0
Villa,,2.0,7.0,4.53,6.5,180100.0
Bungalow,1890.4,3.0,2.6,4.78,2.04,274000.0
Apartment,2059.8,,,16.36,5.6,197600.0
Bungalow,1248.5,1.0,,10.59,5.48,140400.0
Villa,1389.0,4.0,35.6,5.74,1.54,288000.0
Townhouse,1085.5,2.0,2.2,10.56,6.46,87300.0
Apartment,1418.6,5.0,7.1,0.54,8.27,194700.0
Apartment,,4.0,21.9,1.99,,168200.0
Bungalow,1763.9,4.0,19.2,9.86,2.83,240100.0
Apartment,1936.1,2.0,1.8,10.25,8.76,199600.0
Bungalow,1200.8,2.0,0.3,14.88,,99900.0
Bungalow,713.1,3.0,,5.16,9.52,99400.0
Apartment,1491.5,2.0,26.4,12.82,1.65,117900.0
Villa,1617.4,2.0,14.6,11.52,5.38,234600.0
Villa,1599.8,2.0,18.8,33.08,6.37,192700.0
Apartment,1369.3,2.0,10.7,2.42,3.23,165300.0
Townhouse,1549.9,2.0,13.8,,7.94,160100.0
Bungalow,2106.2,4.0,26.0,9.21,6.64,241900.0
Bungalow,1652.7,2.0,35.3,50.0,1.16,55200.0
Bungalow,1350.7,1.0,7.4,2.25,6.48,179500.0
Villa,1299.9,3.0,,7.41,5.42,208500.0
Townhouse,1432.1,5.0,4.9,4.25,2.76,210700.0
Bungalow,2154.7,2.0,8.6,7.46,9.96,261300.0
Bungalow,,2.0,1.5,2.64,9.07,155300.0
Townhouse,1492.1,3.0,5.6,0.5,3.63,210600.0
Apartment,1307.1,5.0,36.7,8.5,5.87,155400.0
Bungalow,1939.6,4.0,18.4,4.09,3.85,275800.0
Apartment,2283.9,3.0,3.1,2.01,7.98,259200.0
Apartment,1680.2,2.0,38.4,3.91,,141600.0
Apartment,1533.1,3.0,35.2,0.51,4.23,161400.0
Townhouse,1514.7,1.0,30.2,30.05,8.25,68200.0
Townhouse,546.3,3.0,37.3,8.7,5.49,50000.0
Bungalow,1798.1,4.0,8.8,16.86,4.57,241900.0
Bungalow,1553.7,5.0,33.5,5.5,9.45,205900.0
Villa,1671.3,2.0,27.6,23.36,,183100.0
Townhouse,1215.4,1.0,34.8,6.6,5.21,98100.0
Villa,1346.2,,31.9,8.53,7.05,208600.0
Apartment,1335.6,4.0,13.9,6.77,3.35,189800.0
Apartment,1908.6,4.0,31.0,13.22,3.92,200800.0
Bungalow,1348.5,2.0,10.5,8.36,9.39,138400.0
Bungalow,2333.1,2.0,13.1,3.17,7.11,313700.0
Apartment,1672.3,3.0,4.3,1.57,8.44,205200.0
Apartment,989.7,2.0,37.4,9.32,,111600.0
Bungalow,1448.6,4.0,11.6,6.72,5.89,229500.0
Apartment,1239.3,3.0,20.8,1.01,9.74,113600.0
Bungalow,622.2,,15.7,5.04,3.87,136000.0
Townhouse,2139.8,3.0,38.4,7.23,2.44,281600.0
Villa,1781.3,4.0,13.4,17.54,5.6,302700.0
Apartment,1713.3,2.0,31.1,0.79,4.49,209500.0
Bungalow,1566.2,4.0,34.2,4.28,2.44,247600.0
Bungalow,947.2,2.0,17.4,17.3,9.0,61000.0
Villa,1306.6,3.0,15.1,10.45,9.92,186500.0
Townhouse,1836.7,2.0,29.9,3.42,6.12,193700.0
Apartment,1079.5,3.0,36.5,18.66,7.97,50000.0
Villa,487.3,2.0,30.2,6.8,8.73,124900.0
Bungalow,1409.2,2.0,9.1,6.9,7.31,158900.0
Townhouse,1443.3,5.0,35.5,37.54,1.4,138100.0
Apartment,1554.2,2.0,,29.4,2.42,76200.0
Bungalow,1791.4,4.0,23.0,4.44,1.64,285200.0
Villa,1755.0,5.0,33.3,1.51,1.09,330200.0
Apartment,1603.5,1.0,7.5,3.94,3.75,141200.0
Apartment,1978.2,3.0,31.4,0.5,4.53,269600.0
Townhouse,892.4,2.0,23.8,,3.17,133200.0
Apartment,1701.8,1.0,,5.03,1.58,174200.0
Apartment,1750.6,3.0,6.9,28.31,5.77,134300.0
Apartment,1004.2,5.0,16.8,20.51,3.46,110500.0
Townhouse,898.9,1.0,33.3,7.16,8.16,56000.0
Bungalow,1201.6,3.0,0.8,8.33,1.07,163700.0
Bungalow,1235.4,3.0,4.5,0.5,8.58,166900.0
Apartment,1801.4,4.0,39.6,2.43,9.59,239900.0
Bungalow,1254.2,1.0,11.2,0.5,7.45,202000.0
Villa,1157.5,3.0,39.0,14.05,7.6,203100.0
Bungalow,1255.3,3.0,7.3,1.57,9.4,179200.0
Townhouse,1947.5,3.0,14.4,20.33,2.88,192200.0
Apartment,1505.2,5.0,30.1,10.31,9.95,143900.0
Bungalow,1428.3,4.0,26.3,2.61,7.96,183900.0
Apartment,1456.0,1.0,23.2,1.72,7.54,121700.0
Villa,2016.8,3.0,21.2,9.88,4.25,352800.0
Apartment,1200.3,3.0,33.7,23.11,5.91,105300.0
Apartment,2026.2,2.0,9.4,12.67,6.89,207800.0
Apartment,1584.2,3.0,17.7,4.29,6.58,157900.0
Bungalow,1435.8,3.0,6.2,8.85,7.34,196100.0
Apartment,2500.4,3.0,23.8,3.72,1.74,300300.0
Bungalow,1077.7,5.0,10.0,50.0,4.2,50000.0
Villa,1358.5,,13.4,13.82,4.91,196000.0
Apartment,1007.0,5.0,18.9,9.53,3.35,117600.0
Bungalow,1881.0,3.0,1.1,5.5,2.55,247300.0
Apartment,2175.7,3.0,3.7,9.63,2.25,251300.0
Villa,2168.0,4.0,,4.18,4.3,346800.0
Bungalow,1989.6,3.0,17.2,0.5,5.44,271200.0
Apartment,1421.0,3.0,34.6,5.03,,165200.0
Apartment,1353.9,3.0,27.8,26.66,9.52,50000.0
Apartment,831.5,3.0,,9.84,7.89,104000.0
Townhouse,2314.3,5.0,24.7,0.88,7.58,287700.0
Bungalow,1687.6,4.0,3.7,21.63,,186500.0
Bungalow,1303.2,2.0,31.2,3.13,6.43,149100.0
Bungalow,2031.2,2.0,39.7,2.79,5.77,240300.0
Apartment,1110.9,3.0,21.2,3.53,9.84,136900.0
Villa,1662.6,1.0,27.3,8.61,,229500.0
Bungalow,1430.9,3.0,9.5,7.87,6.18,195000.0
Apartment,1755.5,2.0,17.5,6.76,8.66,172500.0
Apartment,1474.6,3.0,34.2,12.64,2.4,152000.0
Apartment,919.6,1.0,6.7,3.81,,102200.0
Villa,1530.2,2.0,10.6,15.24,,175100.0
Townhouse,1919.5,3.0,17.8,1.93,1.88,248100.0
Apartment,,3.0,28.5,15.26,,168700.0
Villa,1810.0,5.0,15.0,10.9,7.7,380000.0
Apartment,1081.8,4.0,37.1,11.5,3.43,89000.0
Townhouse,1489.5,3.0,3.8,6.57,6.66,184000.0
Apartment,1250.2,1.0,14.8,11.0,9.26,66200.0
Villa,1798.8,4.0,28.4,0.83,3.85,364700.0
Bungalow,1512.6,5.0,9.0,19.08,2.95,175900.0
Bungalow,1776.0,4.0,26.3,0.57,1.96,282900.0
Villa,1935.1,2.0,6.6,1.61,2.17,297300.0
Apartment,1776.6,5.0,2.2,8.6,1.56,238700.0
Apartment,1609.2,2.0,,13.45,1.79,162500.0
Apartment,1100.7,4.0,37.2,0.79,4.89,162900.0
Apartment,1498.9,5.0,22.1,25.35,3.89,120700.0
Villa,1286.8,2.0,31.9,,7.36,123200.0
Apartment,1362.4,5.0,13.3,,8.83,159000.0
Apartment,1350.2,2.0,23.7,6.56,8.06,123700.0
Bungalow,1108.0,5.0,19.8,13.52,5.78,173500.0
Townhouse,717.1,2.0,37.8,3.98,1.92,51900.0
Bungalow,1232.7,5.0,29.9,6.8,7.39,194200.0
Apartment,,,29.2,24.79,4.27,76900.0
Apartment,960.7,4.0,1.9,31.16,1.77,85700.0
Townhouse,1506.3,3.0,22.0,26.18,8.58,108600.0
Apartment,,3.0,18.7,3.04,4.04,267400.0
Apartment,1909.2,2.0,37.1,2.65,2.96,199000.0
Villa,2157.4,4.0,10.3,3.53,8.84,364300.0
Bungalow,1656.5,2.0,10.8,5.82,9.12,214700.0
Bungalow,1967.0,3.0,16.5,3.77,4.05,254600.0
Apartment,1210.4,2.0,9.7,4.69,4.19,106900.0
Apartment,1242.3,5.0,5.2,9.69,6.22,171400.0
Townhouse,,1.0,34.3,14.38,7.6,50000.0
Apartment,1974.5,2.0,22.3,13.3,1.57,173500.0
Bungalow,2116.1,,34.5,16.84,6.34,189500.0
Bungalow,1278.7,3.0,33.2,0.5,,153700.0
Bungalow,1398.4,2.0,11.3,,3.36,170500.0
Apartment,1198.5,3.0,21.9,15.58,9.18,50000.0
Apartment,1653.1,4.0,3.3,,9.55,163000.0
Villa,1950.0,4.0,36.6,8.63,3.42,329000.0
Townhouse,802.9,3.0,16.2,0.54,7.79,75000.0
Townhouse,1663.8,1.0,,2.95,3.15,178600.0
Apartment,1389.3,3.0,12.1,10.17,7.64,173500.0
Apartment,1545.4,2.0,18.4,19.6,8.18,103700.0
Townhouse,1683.6,4.0,10.1,24.89,3.22,176300.0
Bungalow,,2.0,,6.94,7.44,144000.0
Townhouse,,3.0,,7.89,8.31,190400.0
Apartment,1414.4,3.0,33.4,17.9,4.23,106600.0
Villa,1888.1,4.0,12.2,7.71,2.51,322700.0
Bungalow,1667.5,,,7.27,1.83,237900.0
Bungalow,1588.2,3.0,35.0,23.55,6.18,139100.0
Villa,,2.0,2.1,15.6,9.8,142900.0
Apartment,1348.6,4.0,35.6,23.98,8.41,82800.0
Villa,,,8.8,2.46,4.92,341200.0
Apartment,1515.1,3.0,27.1,7.43,5.83,165100.0
Villa,1763.8,3.0,23.3,18.48,3.52,266500.0
Townhouse,2206.6,5.0,22.1,1.18,2.47,302500.0
Apartment,1915.4,3.0,,15.83,5.34,163500.0
Bungalow,1537.3,,4.1,2.02,5.17,208500.0
Apartment,1295.6,3.0,13.9,16.51,5.7,83200.0
Bungalow,478.6,3.0,21.5,9.47,9.58,50000.0
Townhouse,,2.0,32.5,2.15,,159400.0
Apartment,1369.6,,8.7,,6.45,183700.0
Apartment,1656.1,3.0,32.1,11.45,2.15,192200.0
Villa,1438.4,1.0,16.0,10.05,9.97,141900.0
Apartment,1371.8,4.0,7.6,,7.96,157400.0
Bungalow,788.2,3.0,30.4,22.96,8.89,50000.0
Townhouse,1124.0,2.0,3.6,7.32,4.73,125100.0
Villa,1690.7,3.0,20.6,7.05,5.52,266000.0
Apartment,2186.4,4.0,2.6,0.64,5.7,298200.0
Villa,1461.0,4.0,14.3,25.53,,220200.0
Bungalow,,5.0,24.0,1.95,7.21,206100.0
Apartment,1881.0,4.0,22.2,7.52,9.13,186200.0
Villa,1175.6,1.0,16.2,16.27,2.47,169400.0
Bungalow,1646.7,3.0,17.2,2.43,1.78,241400.0
Bungalow,1203.8,4.0,9.1,7.49,7.64,138800.0
Apartment,1845.9,3.0,18.2,2.75,3.46,194600.0
Bungalow,1560.6,3.0,38.1,14.26,6.61,165100.0
Apartment,,3.0,34.0,8.31,7.26,130300.0
Apartment,1187.0,3.0,5.8,19.38,,67400.0
Townhouse,1782.8,5.0,1.2,22.5,8.34,178600.0
Bungalow,2333.9,3.0,37.3,,5.95,261500.0
Apartment,1096.8,3.0,21.1,12.92,8.82,64500.0
Apartment,1364.1,5.0,21.5,7.97,7.87,148500.0
Apartment,1592.6,3.0,31.2,4.85,8.82,161000.0
Apartment,1814.6,2.0,12.6,10.44,1.18,181000.0
Apartment,1276.2,3.0,19.3,23.89,3.19,95500.0
Apartment,400.0,4.0,38.7,5.39,1.81,50000.0
Villa,2043.7,4.0,26.9,3.77,4.98,343900.0
Bungalow,1804.2,4.0,6.1,4.92,9.01,260200.0
Bungalow,,4.0,5.3,5.72,5.21,152500.0
Bungalow,1257.0,2.0,8.2,0.76,8.65,185600.0
Apartment,2127.3,4.0,30.7,,3.94,270200.0
Townhouse,2079.1,4.0,11.8,6.82,4.06,271700.0
Bungalow,,2.0,0.9,8.88,9.06,203100.0
Bungalow,1429.6,2.0,37.8,4.51,4.83,162000.0
Bungalow,,5.0,6.8,9.5,8.11,197100.0
Townhouse,1447.6,4.0,,21.06,3.13,157900.0
Villa,1951.3,4.0,9.5,,9.54,251800.0
Apartment,1149.7,4.0,9.4,8.76,6.17,117800.0
Bungalow,1177.7,3.0,16.9,0.5,7.83,164300.0
Bungalow,1904.1,3.0,36.8,34.81,1.81,149900.0
Bungalow,1482.3,3.0,35.2,12.24,5.43,171000.0
Villa,2051.4,1.0,18.3,4.09,9.11,272300.0
Apartment,1231.4,4.0,16.4,1.59,,134400.0
Apartment,,3.0,22.2,1.55,1.42,177300.0
Townhouse,1131.0,3.0,9.7,1.84,3.73,165500.0
Villa,1502.9,3.0,2.1,0.5,4.99,280900.0
Villa,908.6,,37.6,23.24,2.55,126700.0
Apartment,1304.9,2.0,7.5,,7.57,124400.0
Apartment,925.5,2.0,7.9,12.04,2.66,72100.0
Townhouse,1777.6,2.0,18.9,17.61,,187100.0
Bungalow,1786.6,2.0,19.7,15.68,6.97,160100.0
Bungalow,807.9,5.0,0.7,21.42,5.34,102200.0
Villa,2033.6,2.0,5.9,34.19,,189800.0
Bungalow,2499.0,2.0,15.1,5.78,9.65,279500.0
Apartment,1518.4,3.0,27.3,30.02,2.05,71700.0
Bungalow,1243.6,3.0,9.1,12.85,7.39,156500.0
Villa,2629.7,2.0,16.9,0.73,3.07,418000.0
Villa,972.4,4.0,22.3,11.45,4.73,208000.0
Bungalow,1508.0,4.0,,11.61,1.3,203800.0
Townhouse,1571.8,2.0,13.0,23.63,2.22,114700.0
Apartment,2038.1,,5.3,4.67,3.88,216400.0
Bungalow,1643.9,5.0,19.6,8.79,4.08,270400.0
Apartment,1300.5,4.0,29.9,0.5,9.1,181900.0
Villa,1119.5,3.0,4.4,4.04,7.68,216800.0
Apartment,1363.3,1.0,17.0,0.64,9.75,108900.0
Apartment,1097.2,3.0,0.7,7.38,6.39,146000.0
Villa,1519.1,3.0,1.3,17.01,3.18,229000.0
Apartment,1274.3,2.0,19.3,2.31,3.95,145100.0
Villa,902.4,3.0,11.9,7.5,3.88,216400.0
Townhouse,2002.1,3.0,33.8,2.28,3.94,229000.0
Apartment,,2.0,24.1,1.29,7.06,148500.0
Bungalow,992.7,,18.2,7.15,5.78,155900.0
Villa,1432.7,4.0,16.3,0.82,4.47,282600.0
Bungalow,,2.0,19.9,8.85,,167500.0
Apartment,801.4,4.0,1.6,,1.2,124600.0
Apartment,1632.7,2.0,35.7,1.13,2.97,188600.0
Apartment,1081.1,4.0,39.9,7.99,1.97,99500.0
Apartment,2184.4,,7.3,8.95,8.07,222000.0
Apartment,1709.6,1.0,4.8,0.5,2.01,209000.0
Bungalow,1340.0,3.0,5.7,8.52,7.52,187000.0
Townhouse,1201.9,3.0,26.4,18.23,4.47,75500.0
Bungalow,1458.0,5.0,,12.81,1.66,238000.0
Bungalow,1745.1,3.0,33.9,1.41,8.31,253900.0
Apartment,1489.8,2.0,,8.98,6.22,140100.0
Apartment,1413.1,3.0,18.0,11.16,3.12,128900.0
Apartment,1523.3,3.0,24.5,,9.05,161300.0
Apartment,1258.5,2.0,,19.33,1.41,92700.0
Villa,1362.7,3.0,20.5,23.67,2.82,201400.0
Villa,665.7,4.0,19.0,19.0,7.77,122700.0
Apartment,1889.5,4.0,25.8,17.41,7.38,187700.0
Apartment,1619.5,5.0,22.3,13.66,3.6,191000.0
Bungalow,1190.6,2.0,25.8,10.04,1.56,148900.0
Bungalow,2259.5,4.0,24.5,11.35,8.72,260700.0
Apartment,1534.8,,28.8,16.42,,133500.0
Townhouse,1085.5,3.0,,10.86,2.76,107300.0
Townhouse,1842.7,3.0,,3.97,5.64,259600.0
Apartment,,5.0,27.3,4.72,9.19,228800.0
Apartment,1657.8,4.0,18.0,22.74,1.39,177300.0
Villa,1329.7,5.0,9.7,0.5,,303200.0
Townhouse,1680.2,4.0,0.1,12.0,6.15,216900.0
Townhouse,1395.3,5.0,22.4,,4.83,122700.0
Apartment,1722.4,4.0,23.6,12.25,7.7,147200.0
Apartment,738.0,3.0,38.9,50.0,9.69,50000.0
